0.7473805248737335, 0.015625, 0.11325019598007202
0.725607693195343, 0.390625, 0.6577192544937134
0.6663061082363129, 0.515625, 0.6354461908340454
0.7117065787315369, 0.34375, 0.6301790475845337
0.7192673087120056, 0.359375, 0.6647155284881592
0.6546874642372131, 0.5, 0.7468700408935547
0.6425293684005737, 0.609375, 0.810998797416687
0.5644446760416031, 0.671875, 0.7233226299285889
0.6584274172782898, 0.75, 0.8354652523994446
0.7589690983295441, 0.4375, 0.8827395439147949
0.7010679841041565, 0.375, 0.6767361164093018
0.64015993475914, 0.65625, 0.9535017013549805
0.7065510451793671, 0.46875, 0.7308335304260254
0.7485586404800415, 0.515625, 0.8041438460350037
0.43130767345428467, 0.9375, 1.05190110206604
0.7368350327014923, 0.609375, 0.7706435322761536
0.754374086856842, 0.453125, 0.9807743430137634
0.6590782701969147, 0.578125, 0.8167135715484619
0.5212196111679077, 0.640625, 0.8297215104103088
0.7472626268863678, 0.453125, 0.8542443513870239
